resource_name,source_files,english_value,japanese_value,market_adaptation
l10n_payment_method_f383f6a23c,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/parts/PartsDashboardScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleAddEditScreen.kt,Payment Method,支払方法,no
l10n_pending_invite_4c0cead4ed,resource/manual,Pending invite,招待保留中,no
l10n_phone_number_ab25d61bb1,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientDetailScreen.kt,Phone Number,電話番号,no
l10n_photo_gallery_44ef3f997a,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleDetailScreen.kt,Photo Gallery,写真ギャラリー,no
l10n_please_sign_in_to_accept_the_invitation_8500a13e70,resource/manual,Please sign in to accept the invitation.,招待を承認するにはサインインしてください。,no
l10n_preview_f1fbb2b43d,resource/manual,Preview,プレビュー,no
l10n_preview_previous_month_0f655d06b2,resource/manual,Preview previous month,前月をプレビュー,no
l10n_price_high_to_low_c60097c36d,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleListScreen.kt,Price: High to Low,価格: 高い順,no
l10n_price_low_to_high_ed3d3af1bd,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleListScreen.kt,Price: Low to High,価格: 低い順,no
l10n_priority_d_25ab148977,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/components/crm/LeadPriorityIndicator.kt,Priority %d,優先度 %d,no
l10n_privacy_policy_9db108ba6b,resource/manual,Privacy Policy,プライバシーポリシー,no
l10n_profile_ff4fc0276e,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/dashboard/DashboardScreen.kt,Profile,プロフィール,no
l10n_projected_roi_is_s_consider_cost_reduction_8685e99daf,resource/manual,Projected ROI is %s%%. Consider cost reduction or price increase.,予測ROIは%s%%です。コスト削減または値上げを検討してください。,no
l10n_purchase_date_44c49c39bc,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleDetailScreen.kt,Purchase Date:,仕入日:,no
l10n_purchase_status_2a8751d8fd,resource/manual,Purchase &amp; Status,仕入・ステータス,no
l10n_quantity_44f6af6945,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/parts/PartsDashboardScreen.kt,Quantity,数量,no
l10n_queue_d_dad2e299dd,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/DataHealthScreen.kt,Queue: %d,キュー: %d,no
l10n_quick_exports_d46b411b0f,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/BackupCenterScreen.kt,Quick Exports,クイックエクスポート,no
l10n_re_enter_password_aefce7f750,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/auth/PasswordResetScreen.kt,Re-enter password,パスワードを再入力,no
l10n_receipt_f6ce3b6fcf,resource/manual,Receipt,領収書,no
l10n_receipt_removed_d5c1b3de12,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/expense/ExpenseDetailBottomSheet.kt,Receipt removed,領収書を削除しました,no
l10n_receipt_updated_91e7da08ee,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/expense/ExpenseDetailBottomSheet.kt,Receipt updated,領収書を更新しました,no
l10n_receive_stock_7f38105bfd,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/parts/PartDetailBottomSheet.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/parts/PartsDashboardScreen.kt,Receive Stock,入庫,no
l10n_record_payment_6577ced3c0,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/finance/DebtScreens.kt,Record Payment,支払いを記録,no
l10n_refresh_56e3badc4e,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/crm/LeadFunnelScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/crm/LeadManagementScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/DataHealthScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/MonthlyReportSettingsScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/TeamMembersScreen.kt,Refresh,更新,no
l10n_region_language_61abc4a8c8,resource/manual,Region &amp; Language,地域と言語,no
l10n_reminder_title_e0a0d76c7c,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientDetailScreen.kt,Reminder Title,リマインダー件名,no
l10n_reminders_414594a618,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientDetailScreen.kt,REMINDERS,リマインダー,no
l10n_reminders_ae8c393938,resource/manual,Reminders,リマインダー,no
l10n_reminders_deadlines_00a3464088,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/SettingsScreen.kt,Reminders &amp; Deadlines,リマインダーと期限,no
l10n_remove_cover_7a5eef5219,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleDetailScreen.kt,Remove cover,カバーを解除,no
l10n_remove_e963907dac,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/TeamMembersScreen.kt,Remove,削除,no
l10n_remove_receipt_7ad9820882,resource/manual,Remove Receipt,領収書を削除,no
l10n_report_export_failed_4df279729b,resource/manual,Report export failed,レポートのエクスポートに失敗しました,no
l10n_request_details_5a4c5cf8bc,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientDetailScreen.kt,Request Details,依頼詳細,no
l10n_request_permanent_removal_of_your_account__715c8b1c9a,resource/manual,Request permanent removal of your account and all data,アカウントと全データの完全削除を依頼,no
l10n_reset_44c57abd88,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/TeamMembersScreen.kt,Reset,リセット,no
l10n_restore_purchases_2d5574135f,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/PaywallScreen.kt,Restore Purchases,購入を復元,no
l10n_revenue_9ee5830936,resource/manual,REVENUE,売上,no
l10n_roi_high_to_low_829d8222f7,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleListScreen.kt,ROI: High to Low,ROI: 高い順,no
l10n_roi_is_s_consider_reviewing_pricing_strate_d69c12723b,resource/manual,ROI is %s%%. Consider reviewing pricing strategy.,ROIは%s%%です。価格戦略の見直しを検討してください。,no
l10n_roi_low_to_high_0f09644eb4,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleListScreen.kt,ROI: Low to High,ROI: 低い順,no
l10n_s_s_089331a24a,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/DataHealthScreen.kt,%1$s • %2$s,%1$s・%2$s,no
l10n_s_s_d5e99a8a81,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/finance/DebtScreens.kt,%1$s (%2$s),%1$s（%2$s）,no
l10n_s_s_x_s_0f834ca715,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/parts/PartsDashboardScreen.kt,%1$s: %2$s x %3$s,%1$s: %2$s × %3$s,no
l10n_sale_details_be513b66e1,resource/manual,Sale Details,販売詳細,no
l10n_sale_price_s_cef9b3cb38,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/sale/AddSaleScreen.kt,Sale Price (%s),販売価格（%s）,no
l10n_sales_d0edfb6e8c,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/parts/PartsDashboardScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/sale/SalesScreen.kt,Sales,販売,no
l10n_save_as_template_18ea0c6cf8,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/expense/AddExpenseSheet.kt,Save as Template,テンプレートとして保存,no
l10n_save_client_to_add_reminders_9973b72e07,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientDetailScreen.kt,Save client to add reminders,リマインダーを追加するには顧客を保存してください,no
l10n_save_client_to_log_interactions_c757eff3fd,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientDetailScreen.kt,Save client to log interactions,対応履歴を記録するには顧客を保存してください,no
l10n_save_efc007a393,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientDetailScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/components/FinancialSummaryCard.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/expense/AddExpenseSheet.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/finance/DebtScreens.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/finance/FinancialAccountScreens.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/parts/PartsDashboardScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/TeamMembersScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleAddEditScreen.kt,Save,保存,no
l10n_save_expense_b89a5c0890,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/expense/AddExpenseSheet.kt,Save Expense,経費を保存,no
l10n_save_interaction_71551456df,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/components/crm/AddInteractionSheet.kt,Save Interaction,対応履歴を保存,no
l10n_save_order_bc2ed7f4c6,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleDetailScreen.kt,Save Order,注文を保存,no
l10n_save_settings_0022a3e10c,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/HoldingCostSettingsScreen.kt,Save Settings,設定を保存,no
l10n_save_template_2d7eec43dc,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/expense/AddExpenseSheet.kt,Save Template,テンプレートを保存,no
l10n_search_6d7a30a931,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/sale/SalesScreen.kt,Search...,検索...,no
l10n_search_bce0641417,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/dashboard/DashboardScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/sale/SalesScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/search/GlobalSearchScreen.kt,Search,検索,no
l10n_search_by_name_phone_10fa0a8ccb,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientListScreen.kt,"Search by name, phone...",名前、電話番号で検索...,no
l10n_search_leads_6406ab34a2,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/crm/LeadManagementScreen.kt,Search leads...,リードを検索...,no
l10n_search_make_model_vin_dfaf1206da,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleListScreen.kt,"Search Make, Model, VIN...",メーカー、車種、VINを検索...,no
l10n_search_vehicles_clients_expenses_d2a6e2e3ca,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/search/GlobalSearchScreen.kt,"Search vehicles, clients, expenses",車両、顧客、経費を検索,no
l10n_security_f25ce1b8a3,resource/manual,Security,セキュリティ,no
l10n_see_all_8196e42428,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/dashboard/DashboardScreen.kt,See All,すべて表示,no
l10n_select_account_3a2f7de683,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/expense/AddExpenseSheet.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/finance/DebtScreens.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/parts/PartsDashboardScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleAddEditScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleListScreen.kt,Select Account,口座を選択,no
l10n_select_user_c875cbd5b1,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/expense/AddExpenseSheet.kt,Select User,ユーザーを選択,no
l10n_select_vehicle_fea7a520f3,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/expense/AddExpenseSheet.kt,Select Vehicle,車両を選択,no
l10n_select_vehicle_from_inventory_eac779c320,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/sale/AddSaleScreen.kt,Select Vehicle from Inventory,在庫から車両を選択,yes
l10n_selected_vehicle_541c389a97,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/sale/AddSaleScreen.kt,SELECTED VEHICLE,選択中の車両,no
l10n_send_test_email_fc552c754d,resource/manual,Send test email,テストメールを送信,no
l10n_set_as_cover_d928f2a600,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleDetailScreen.kt,Set as cover,カバーに設定,no
l10n_set_first_photo_as_cover_d614268a69,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleAddEditScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleDetailScreen.kt,Set first photo as cover,最初の写真をカバーに設定,no
l10n_settings_saved_successfully_8b014ac160,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/HoldingCostSettingsScreen.kt,Settings saved successfully,設定を保存しました,no
l10n_share_09ca55ca52,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleDetailScreen.kt,Share,共有,no
l10n_share_file_f405dcfb52,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/BackupCenterScreen.kt,Share File,ファイルを共有,no
l10n_share_invite_dbcc1e50dc,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/SettingsScreen.kt,Share invite,招待を共有,no
l10n_sign_in_f8492cc1de,resource/manual,Sign In,サインイン,no
l10n_sign_up_2ba4023df4,resource/manual,Sign Up,登録,no
l10n_sms_9e10d4517d,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientDetailScreen.kt,SMS,SMS,no
l10n_snapshots_export_and_recovery_826b7d89cd,resource/manual,"Snapshots, export, and recovery",スナップショット、エクスポート、復元,no
l10n_sold_e6560d9c29,resource/manual,Sold,販売済み,no
l10n_sort_adc4e96a47,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/crm/LeadManagementScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleListScreen.kt,Sort,並び替え,no
l10n_start_free_trial_22c637aa3f,resource/manual,Start Free Trial,無料トライアルを開始,no
l10n_status_bae7d5be70,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleAddEditScreen.kt,Status,ステータス,no
l10n_subscribe_now_378b0c5691,resource/manual,Subscribe Now,今すぐ登録,no
l10n_summary_12b71c3e0f,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/DataHealthScreen.kt,Summary,概要,no
l10n_support_f32d5a3b17,resource/manual,Support,サポート,no
l10n_sync_905f63092f,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/dashboard/DashboardScreen.kt,Sync,同期,no
l10n_sync_now_c9113495d0,resource/manual,Sync Now,今すぐ同期,no
l10n_syncing_s_a95262f700,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/DataHealthScreen.kt,Syncing: %s,同期中: %s,no
l10n_take_photo_e9765b270b,resource/manual,Take Photo,写真を撮影,no
l10n_tap_edit_to_add_photo_c6a1bff634,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleDetailScreen.kt,Tap Edit to add photo,写真を追加するには編集をタップ,no
l10n_tap_to_add_a_new_client_c724b04224,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientListScreen.kt,Tap + to add a new client,+をタップして新規顧客を追加,no
l10n_tap_to_add_photo_c86051a233,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleAddEditScreen.kt,Tap to add photo,タップして写真を追加,no
l10n_tap_to_upgrade_to_pro_0fe329c732,resource/manual,Tap to upgrade to Pro,タップしてProにアップグレード,no
l10n_team_members_a12f4a2ed5,resource/manual,Team Members,チームメンバー,no
l10n_template_name_48c5544ff8,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/expense/AddExpenseSheet.kt,Template Name,テンプレート名,no
l10n_template_saved_aa1dc3dd61,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/expense/AddExpenseSheet.kt,Template saved,テンプレートを保存しました,no
l10n_terms_of_use_97738411d6,resource/manual,Terms of Use,利用規約,no
l10n_text_4345cb1fa2,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/HoldingCostSettingsScreen.kt,%,%,no
l10n_this_action_cannot_be_undone_951f495b34,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleDetailScreen.kt,This action cannot be undone.,この操作は元に戻せません。,no
l10n_this_interaction_will_be_removed_from_the__515f9c32f7,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientDetailScreen.kt,This interaction will be removed from the client timeline.,この対応履歴は顧客タイムラインから削除されます。,no
l10n_this_reminder_and_its_notification_will_be_eb9d1ed05d,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientDetailScreen.kt,This reminder and its notification will be removed.,このリマインダーと通知は削除されます。,no
l10n_title_768e0c1c69,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/components/crm/AddInteractionSheet.kt,Title,名義関連,no
l10n_top_sold_vehicles_75b5535b97,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/BackupCenterViewModel.kt,Top Sold Vehicles,販売上位車両,no
l10n_total_assets_5d9f9af9e7,resource/manual,Total Assets,総資産,no
l10n_total_b25928c699,resource/manual,Total,合計,no
l10n_total_revenue_f3a8370f38,resource/manual,Total Revenue,売上合計,no
l10n_total_value_4949c4c8f4,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/parts/PartsDashboardScreen.kt,Total Value,総額,no
l10n_track_daily_cost_of_keeping_vehicles_in_in_7fcc384e23,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/HoldingCostSettingsScreen.kt,Track daily cost of keeping vehicles in inventory,在庫車両の1日あたり保管コストを管理,yes
l10n_trigger_the_backend_delivery_flow_802ee82819,resource/manual,Trigger the backend delivery flow,バックエンド配信フローを実行,no
l10n_unit_cost_0105252023,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/parts/PartsDashboardScreen.kt,Unit Cost,単価原価,no
l10n_unit_price_1eea68d093,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/parts/PartsDashboardScreen.kt,Unit Price,販売単価,no
l10n_update_access_b5cb6f9c8f,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/TeamMembersScreen.kt,Update Access,アクセス権を更新,no
l10n_update_asking_price_95bce5bf83,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/components/FinancialSummaryCard.kt,Update Asking Price,掲載価格を更新,no
l10n_update_password_61dcf34e70,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/ChangePasswordScreen.kt,Update Password,パスワードを更新,no
l10n_update_your_login_credentials_d6cfe5b236,resource/manual,Update your login credentials,ログイン情報を更新,no
l10n_upload_8bdf057f91,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleDetailScreen.kt,Upload,アップロード,no
l10n_upload_photos_f561065970,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleDetailScreen.kt,Upload Photos,写真をアップロード,no
l10n_upsert_e66a0fdf4e,resource/manual,Upsert,追加/更新,no
l10n_use_template_2379761496,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/expense/AddExpenseSheet.kt,Use Template,テンプレートを使用,no
l10n_user_guide_bec249e659,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/settings/UserGuideScreen.kt,User Guide,ユーザーガイド,no
l10n_users_57f2b181d0,resource/manual,Users,ユーザー,no
l10n_vehicle_9bb28c0dd3,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/expense/AddExpenseSheet.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleListScreen.kt,Vehicle,車両,no
l10n_vehicle_details_ef6dde72ac,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleDetailScreen.kt,Vehicle Details,車両詳細,no
l10n_vehicle_has_been_in_inventory_for_d_days_c_f0713f2dae,resource/manual,Vehicle has been in inventory for %d days. Consider aggressive pricing.,在庫日数が%d日です。積極的な価格見直しを検討してください。,yes
l10n_vehicle_has_been_in_inventory_for_d_days_m_ee11aeb93c,resource/manual,Vehicle has been in inventory for %d days. Monitor closely.,在庫日数が%d日です。注意して確認してください。,yes
l10n_vehicle_has_been_in_inventory_for_d_days_r_66c29937e3,resource/manual,Vehicle has been in inventory for %d days. Review pricing strategy.,在庫日数が%d日です。価格戦略を見直してください。,yes
l10n_vehicle_has_healthy_margin_consider_a_smal_ea30eb4520,resource/manual,Vehicle has healthy margin. Consider a small price reduction to accelerate sale.,十分な利益幅があります。販売促進のため小幅な値下げを検討してください。,no
l10n_vehicle_interest_077f79a86a,resource/manual,Vehicle Interest,車両への関心,no
l10n_vehicle_interest_ba912fc45c,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientDetailScreen.kt,VEHICLE INTEREST,希望車両,no
l10n_vehicle_not_found_6e96578c6e,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleDetailScreen.kt,Vehicle not found,車両が見つかりません,no
l10n_vehicle_photo_fd45ffbd9b,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleAddEditScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleDetailScreen.kt,Vehicle Photo,車両写真,no
l10n_vehicles_60261ed275,resource/manual,Vehicles,車両,no
l10n_view_analytics_03b4fa3532,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/dashboard/DashboardScreen.kt,View Analytics,分析を表示,no
l10n_view_expenses_a38d3ee633,resource/manual,View Expenses,経費を表示,no
l10n_view_financials_3d9ca33d4b,resource/manual,View Financials,財務を表示,no
l10n_view_funnel_4e0fb19942,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/dashboard/DashboardScreen.kt,View Funnel,ファネルを表示,no
l10n_view_inventory_d834980d77,resource/manual,View Inventory,在庫を表示,yes
l10n_view_leads_bae2691c69,resource/manual,View Leads,リードを表示,no
l10n_view_part_cost_26b100383a,resource/manual,View Part Cost,部品原価を表示,yes
l10n_view_part_profit_7161f621f7,resource/manual,View Part Profit,部品利益を表示,yes
l10n_view_parts_inventory_ad3ca8694c,resource/manual,View Parts Inventory,部品在庫を表示,yes
l10n_view_receipt_94c8c4b5ab,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/expense/ExpenseDetailBottomSheet.kt,View Receipt,領収書を表示,no
l10n_view_vehicle_cost_2eea1fd8dd,resource/manual,View Vehicle Cost,車両原価を表示,no
l10n_view_vehicle_profit_80f9d39e15,resource/manual,View Vehicle Profit,車両利益を表示,no
l10n_vin_f4d631a147,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleDetailScreen.kt,VIN:,VIN:,no
l10n_vin_s_fbdc3936ba,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/sale/AddSaleScreen.kt,VIN: %s,車台番号/VIN: %s,no
l10n_warning_e9c4556335,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/inventory/InventoryAlertsScreen.kt,Warning,警告,no
l10n_welcome_back_1c9089485a,resource/manual,Welcome Back,おかえりなさい,no
l10n_what_is_this_client_looking_for_5026141573,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientDetailScreen.kt,What is this client looking for?,この顧客は何を探していますか？,no
l10n_what_is_this_for_5c24adade1,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/expense/AddExpenseSheet.kt,What is this for?,用途,no
l10n_whatsapp_b336fc5587,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientDetailScreen.kt; Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/client/ClientListScreen.kt,WhatsApp,WhatsApp,no
l10n_withdraw_47e5641946,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/finance/FinancialAccountScreens.kt,Withdraw,出金,no
l10n_withdraw_funds_3e29e33238,resource/manual,Withdraw Funds,出金する,no
l10n_year_newest_f5b725e08b,Android Car Dealer Tracker/app/src/main/java/com/ezcar24/business/ui/vehicle/VehicleListScreen.kt,Year: Newest,年式: 新しい順,no
l10n_yes_5397e0583f,resource/manual,Yes,はい,no
l10n_you_owe_aeb436abf8,resource/manual,YOU OWE,自社の支払い,no
